ms,x,y,theta1,theta2
349978,243.022310,230.707180,-60.000000,-24.000000
349982,243.209670,228.761430,-60.000000,-25.000000
349986,244.669370,224.503750,-60.000000,-25.000000
349990,243.209670,228.761430,-60.000000,-24.000000
349994,243.209670,228.761430,-60.000000,-24.000000
349999,243.022310,230.707180,-61.000000,-24.000000
350003,247.415940,213.961200,-62.000000,-27.000000
350007,246.190980,216.314330,-62.000000,-27.000000
350011,246.139800,218.268400,-62.000000,-27.000000
350016,246.190980,216.314330,-62.000000,-26.000000
350019,246.139800,218.268400,-62.000000,-27.000000
350023,246.139800,218.268400,-62.000000,-27.000000
350028,244.873960,220.599780,-62.000000,-27.000000
350032,246.190980,216.314330,-62.000000,-27.000000
350036,246.190980,216.314330,-62.000000,-27.000000
350040,246.139800,218.268400,-61.000000,-27.000000
350044,244.873960,220.599780,-61.000000,-27.000000
350049,244.925140,218.645710,-61.000000,-28.000000
350052,244.925140,218.645710,-60.000000,-29.000000
350057,243.618800,220.954670,-60.000000,-29.000000
350061,243.618800,220.954670,-60.000000,-30.000000
350066,243.618800,217.045320,-60.000000,-30.000000
350069,243.618800,217.045320,-60.000000,-31.000000
350073,243.618800,217.045320,-59.000000,-32.000000
350078,242.221210,217.377060,-59.000000,-33.000000
350082,243.482360,213.138370,-59.000000,-33.000000
350086,242.135930,215.424160,-58.000000,-34.000000
350090,240.749820,217.686100,-58.000000,-35.000000
350094,240.749820,217.686100,-58.000000,-36.000000
350098,239.205110,217.972400,-57.000000,-37.000000
350102,239.205110,217.972400,-57.000000,-38.000000
350107,237.400160,216.290120,-57.000000,-40.000000
350111,237.400160,216.290120,-56.000000,-40.000000
350115,237.178890,214.347950,-55.000000,-41.000000
350119,234.135740,218.694000,-54.000000,-43.000000
350123,233.880600,216.755950,-54.000000,-44.000000
350128,232.013690,216.955220,-54.000000,-45.000000
350131,232.013690,216.955220,-53.000000,-47.000000
350136,231.334840,213.105270,-53.000000,-48.000000
350140,230.945130,211.189760,-52.000000,-49.000000
350143,229.330170,213.294420,-52.000000,-50.000000
350148,227.255650,213.462160,-51.000000,-53.000000
350152,226.799300,211.561420,-51.000000,-53.000000
350156,225.111850,213.608460,-50.000000,-54.000000
350160,223.388980,215.625720,-49.000000,-56.000000
350164,222.377170,211.849580,-49.000000,-57.000000
